lable_bert,label_lr,text
EML,LMO,N' jév cant d' c'chèl nda contròr e mànch cant d' rìll sopa nu t'mbòn Jév' cant d' ciuètt!
EML,PMS,A simi in quàtri ch'a fìmi al magistræli:
LLD,VEC,"chel da festes invenze l ea slisc e lustro, algo de bel."
LLD,LIJ,L ea drio a leà l soroio.
VEC,NAP,Quanto caver' sarrà oggi?
VEC,LMO,"El Gran Chan demora chontinuamente tre mexi del'ano, zoè desenbrio, zener e fevrer, in la soa maistra zità de Chanbelu, la qual è in la provinzia de Chatai."
LMO,VEC,I dis dapò traedae a vede ce che fejea i tosate.
LLD,VEC,El pescador l é tornà a ciasa e l à ciatà ra toura pariciada e tanto de chel pan da pasce un paes intiero.
LLD,VEC,"Ma nosoutre no ra vedon, parceche on su ste ociai negre."
LLD,VEC,"Son restade a l vede dà l ocio sui sò fioi, sarà l scafedel dei ociai, leà su, preme ra carega sote toura e dì:"
PMS,VEC,Tu te l as beleche vedù polito.
SC,LIJ,"E li anbasiatori tornò a Chinchis, e diselli queste cosse per ordine."
LMO,VEC,"In pratica, un catino di ferro rugginoso tenuto con dei fili ad una ruota sghemba e due bastoni."
LIJ,LMO,A mi l'amâu u nu me güsta.
LLD,LIJ,Ma ra rujes es 'sia coscì pian che dapò de nafré ra formies es ea beleche stufes.
LLD,LIJ,Propio là ra gaseta r ea sbreada.
VEC,LMO,"Per compenso, gli danno dei limoni."
SCN,FUR,Vaselli cosa fai il lupo?
LIJ,SCN,"A questa segunda bôxîa, u nazu u cuntinuò a cresce."
FUR,PMS,Ma che i no feje jeste.
LLD,VEC,"A ra fin de ra vacanzes, el cuaderno dei conpite l ea pien folà, neto e in ordin"
LMO,EML,Ai son me cat dag na spinta E adess a son realizè Tott cuntent in cor mì A cant all'Ariston tott i dè In tant ca fag al pulizì.
VEC,LLD,"l é un penel da nuia, de chi che i vende daparduto."
LIJ,ROA_TARA,"Fæcite bbéne æll'anemæ purgande, che fanne m'Burgætorje gran læmænde."
LIJ,SCN,U Pinocchiu u vegnì sübbitu ün pô menu alegru.
NAP,VEC,"Son uomo, bacchettone, e di codesto sito grande esperto!Mi venne incontro un uomo assai a modo che mi squadrò e Cè stè luccule!?"
LIJ,LMO,E u Melanpu und'u l'é?
LMO,LIJ,"Ecco a lei, controlli per favore."
ROA_TARA,LMO,Mò mènghe a re pane se daie mborténze preccià fòce ngrassòie la pènze.
LMO,LIJ,"del martes, 'suià a balon fin che se toma 'sobas strache 'sude;"
SC,LIJ,tunbòn propp'intu mezu du fossu.
LIJ,SCN,Techì u nostru câu Pinocchiu! criò a Vurpe abraççandulu e baxandulu Cumme mai t'ê chì?
VEC,LLD,Sun chel sfoi l é scrito:
SC,NAP,"ma tu, dimme, chi si'?"
SCN,NAP,"Melchiorre e Baldassarru, pe nun cundrarià l'amicu, se mettèru mmocca coccosa."
NAP,LMO,Canciell' tutt' 'e promemoria
VEC,NAP,"E tu resuscità, tu 'a faie, stasera."
LMO,NAP,Onn'arrebbòte la mèchene!
VEC,NAP,(Se sente petà su ra porta).
VEC,PMS,On da esse nosoutre che l defendon.
VEC,LLD,"Ruà là, inveze de na burta fin, l à ciatà algo che propio el no se spetaa."
LLD,FUR,Na bonora Piero l contadin l é 'sù dai sò brascioi da frute con chera de curà alcuante pome.
VEC,LLD,"coscita, credo, i se desbramosarae epò a ciasa i tendarae de pi canche i tocia algo;"
LIJ,SC,U l'é mortu stamatin.
LLD,FUR,"dute i O i é incoloride de ros, dute i A de verde, dute i E de 'sal."
LMO,VEC,"Prutti catti, pussa fia!Calchedun el sin à abù par mal."
SCN,LIJ,Ma cose diggu de pannu?
LLD,LMO,cemodo che l à papuzà ra mè bela ponta ra disc ra pena.
LLD,VEC,"Al sò posto l à copà na mula de capriol, el r à sventrinada e l é tornà da ra rejina catia col cuore inze un sciatul."
LLD,VEC,"Canche l é stà sote ra pianta, de colpo l à capì:"
LIJ,VEC,et sono tenuti molto santi dalla soa zente.
VEC,LLD,Dei fioi pi grei no sei nuia:
SCN,NAP,"Casperu ammannavu lu curriéru a l'ati ddui e se truarene nziémi a lu palazzu reale suju, dind'a nu bèllu giardinu."
NAP,PMS,Fronn' 'e giacinto!
LIJ,FUR,O tornìn a ce che si diseve prime.
LLD,VEC,"Se t as festide che sto pomo ca l see invelenà r à 'sontà ra stria varda, el taio in doi toche e in magno un."
LLD,LMO,"Vardà, ra dijea, e ra mostraa dissegne de ome e femenes de zità (mia de besties, de 'sente come te e come me)."
SC,LIJ,Chi outre i ride.
LLD,LIJ,ma no n ea l cajo de stremì chi doi tosate.
FUR,LLD,un da dagnadì e un da festes.
LMO,EML,A i ò détt:
LIJ,PMS,U povou Geppettu u giaminava a retagiâlu;
VEC,LMO,E dichove chome l'è fato:
LIJ,VEC,"E alchuna fiata trova l'omo deserti de quaranta mia et de zinquanta, in li qual nonn è aqua, ma chonvien che lli viandanti portano siego l'aqua."
LMO,NAP,"Méh, nun te fa pregà;"
ROA_TARA,NAP,"E' na pìupe pettòte da Sande Lìuche, ténere, grazziòse e delecote còme na ròse."
VEC,LMO,"e quella che se trova è salsa e verde chome una erba, e sì è amara che nonn è niuno homo che possa sofrir a beverne."
LIJ,SCN,disse u Pinocchiu ma oua nu ghe cazzu ciüe.
LMO,LIJ,ma nu ghe fü versu.
LIJ,LMO,A sccetteçça du tö duu a me fe' cunusce che ti gh'aivi u cö bun:
NAP,SCN,E' nuvoloso oggi?
VEC,LMO,"Ma nò là, là l é na pistoria:"
LLD,VEC,"Varda mo ce un bel l à dito, fin che l se vardaa l sò laoro."
SCN,LLD,E ju tèngu la sciaiateca.
LLD,LMO,Ra machines es s à voltà contra parceche es no vorea fei armes.
VEC,SCN,"Oi ni', chi ve l'ha dato?"
LMO,SCN,Mi fa piacere assai di rivederla:
LLD,VEC,Chel por Men gnanche l no n à proà a s imajinà ce che podea suzede.
LMO,SC,Rere l'horror de la reacció espanyola hi ha també una realitat nacional.
LLD,VEC,Passo pede un òn zenza laoro che l tol su ciches da 'sobas:
VEC,SCN,"Lachesi sorride, mesta."
NAP,ROA_TARA,Imposta 'nu promemoria settimanale p''a spesa
LLD,FUR,"Oooh, ce na bela che r é!l à dito l prin."
LIJ,SCN,"ma doppu, afermanduse e vurtanduse versu l'amigu, u ghe dumandò:"
LLD,VEC,no n on pi na gota de aga.
LLD,LMO,L é ora che vin 'side dute par ra vostra strada.
NAP,SCN,"Pugnuta Punta, da pungere."
VEC,LMO,"Orpo, vosoutre là:"
ROA_TARA,VEC,La provinzia dura zinque zornate.
LIJ,SCN,Da questo chalifo innanzi non ave saraini plui chalifo.
LLD,PMS,I pizenis inveze i 'suia a se bete in baranza su ra ponta del nas e a 'sirà sul nas come un zurlo.
SCN,VEC,"Dentro, ha anche una specie di pala, una zappa, e una cazzuola."
LLD,VEC,Del domegna bonora el fouro l ciamaa ra sò femena e l i dijea:
VEC,PMS,"Set ala fnestra con la balestra, set ala porta con la s'ciopa, set i và set i vien, sà vien i ladri i massaren."
LMO,LLD,Mé a m avṡiné e a i gé:
VEC,NAP,"Ra se betarà a pianse, epò ce fejone?"
EML,LMO,"E fasénd finta ad gnent, u i caunta d'arnov."
NAP,ROA_TARA,"'a Vergine camilla, eurialo, niso ... e 'a lupa murarra senza cunfuorte."
LLD,VEC,I vienia da indalonse a vede l pizo co ra bonazenes sun testa.
LLD,VEC,"Di note m insonio despes de esse un bon strion,che l và adora a contentà dute."
NAP,EML,Sübbete annucèite a vésta cchjü bbéelle é mmettétangille.
LLD,VEC,"Coscita l lascia de pioe, el vento el preme via ra neoles, ra neoles es nana l omeneto de ra pioa, che l s infiatisce danoo."
LIJ,LMO,Tou chì perché sun vegnüa a çercâte scin a chì.
VEC,LMO,El scior Ejisto l é coscì contento che l 'sura che l no s i taiarà mai pi.
LLD,PMS,Alora i ei dito dajé ordin a dute i ome che i se lae i ciaei e i bice r aga sporca inze i barile.
SCN,LIJ,mi nun ho mai tiòu u carrettu!
FUR,NAP,"I aministradôrs a son, pal ordin, Roberto Sponza, Andrea Cugola, Gennaro Coretti, Fortunato Moratto e Giorgio Ardito."
NAP,VEC,E p' 'o bere?
NAP,ROA_TARA,"Staie assettate 'ntrone sop'addoie colline, ch'assemmegliene a la naca re nnu quammelle, re notte la luna è sembe malandrina e tanda càtecatàsce s'appìccene come fiammelle."
LLD,VEC,"L ea ra rejina catia, arghenada come na veceta, e r é vienuda fin ca par te tuoi via de sote."
LLD,VEC,"Ra prima a se voltà contra l é stà na machina che ra fejea tube, grei e pize:"
LLD,VEC,"Capitagno de ra guera, tol su l sciopo e buscia ra tèra."
VEC,LMO,"El pescador, straco 'sù, l é tornà danoo là dal lido."
VEC,NAP,Non vi dico altro.
VEC,LIJ,E stete li do fratelli zercha do ani aspetando la elezion del papa se fesse.
LMO,VEC,E andò l'uno contra l'altro chon tuta soa forza e chonbaté insieme.
LLD,NAP,M aé fato ra janba stortes.
VEC,LLD,"Inze cianea, vienì 'sò che v i dago direto."
LMO,LLD,"No te pos te spetà che i te feje del ben, se te no te vos ben."
NAP,PMS,"Po' nun sape parlà,'ntartaglia e non se fa capí E poi?"
LLD,VEC,"na bonora i l à mandà a ciamà, parceche l aea da 'sì da ra femena, o meo, da ra femena del Goernador."
SC,VEC,"Giungemmo ai flutti di un periglioso mare e intravedemmo lungi un gruppo strano, sul surf un paio le onde scavalcare, intrepidi e felici, col loro boma in mano."
LLD,NAP,"E gnanche ra femenes es no se bete ra coda, vedeo?"
VEC,LMO,"Ma saon ormai ruade e on scomenzà a nodà, fin che on darsonto ra tèra sane e salve."
VEC,ROA_TARA,Che tiempo farrà in Ohio?
PMS,FUR,"Mauro Capozzella, Ilaria Dal Zovo, Cristian Sergo e Andrea Ussai."
LLD,VEC,"Sorizon l à tirà l fiado, l s à voltà ves el muro par nofei vede che l piansea e l é morto."
NAP,ROA_TARA,"De frònde a ne còse ca nan ze sòpe cè pèsce pegghiò, cè s'òva fòie?Esaggerésce sémbe e nan te preoccupòie."
EML,PMS,"Un dåulz pr i ragazû, mo anc chi grand i s pluchèven i bâfi."
SCN,PMS,E c'avèssema fa?
LIJ,VEC,Inte menu de mez'ua passò atre vinti persuñe:
EML,FUR,Un scèl d'aqua giasâda int al cupîn L'arê fàt meno mâl.
NAP,LIJ,"Ma guarda, guarda un po' che movimento, che scena pittoresca e che allegria!"
NAP,LMO,"Jh che méle 'e zùccaro , Pàtre Ubú."
LLD,VEC,"Sorizagrija l se roseaa l camin, epò sò femena ra soleraa co ra mobilia de camera ... Dapò de na setemana, l formei l ea beleche fenì:"
NAP,LMO,"Ma 'e nennelle, suddisfatte, 'o ricettem a cà e a là."
SCN,LIJ,Cuscì 'n'atra votta u l'inprendiâ a nu mette bucca inti discursci di atri.
LMO,NAP,Ci s alo magnà l mè semel?
ROA_TARA,VEC,Feccasse ind'o chèmbe de la dròghe ià orrénde.
LIJ,SCN,"Bun bagnu, sciuî assascin."
LMO,PMS,Ce mai aarai abù da se contà?
VEC,SCN,"Sul pi bel, ci ruelo?"
NAP,LIJ,"Ma guarda, guarda un po' che movimento, che scena pittoresca e che allegria!"
LIJ,LLD,M'assönnu u sun adesciu?
SC,LLD,biliete verdes no in é.
LLD,VEC,Poco ignante ra maestra De Magistris r aea dà l condar;
SCN,ROA_TARA,Nui la putésseme chiamà e nge dammu lu ngarrecu.
SC,NAP,Poi sorride e ringrazia;
LLD,VEC,"I no s à sofeà parceche r aga r ea bassa, ma l orso i no l à pi vedù."
LLD,LIJ,Ra piaza r é fata coscì:
LLD,VEC,Ra femenes es no ridea po tanto:
LLD,VEC,I à proà a castigà ra machines:
LLD,VEC,"El se cronpa na cassela e l fraca inze ra barba, chel toco che l i intriga a caminà."
NAP,LMO,Ma va' là!!
SCN,VEC,"E perciò eccoci qua alliccati e in pompa magna a conoscere, per primi, questa gente ormai compagna."
SCN,LIJ,Sciâ me digghe 'n'atra cosa.
NAP,ROA_TARA,"É jjidde vulave jégne u stömeche d'i gghjänne ca mangiävene i puerce, ma nesscióune nge ne dave."
LMO,ROA_TARA,"Penzòte a ci nan pòte avaie re pane, cercòte che tòtte re fòrze d'arrecchèsce la véta vòste de studie, obbdiénze e bòne azzìune."
EML,PMS,A 'ffunnà i pét dìnt a lòt jùmm'd e a pung'càrm e rang'càrm sòp a tèrra tòst.
VEC,FUR,E tal fiata i farano desviare in tal maniera che non truova mai i chonpagni et de lui non se alde mai novella.
LIJ,PMS,E inzionechiòssi davanti a llui chon grande umilitate e chon gran reverenzia.
LMO,VEC,"El scior Boemondo el se taca danoo su l nas:epò, el e i sò pize in fila, i desmonta dal treno e i sin và."
LMO,NAP,"Riminii, stazione di Rimini!"
LLD,VEC,"L é da i lo dì, che i no staghe con festide."
PMS,NAP,aé da me l dì vosoutre.
LIJ,VEC,"E quando l'omo è andado tre zornate, sì trova una zità che à nome Schasen, che è al piano, e lle sue altre zitade e chastelle sono ale montagnie."
ROA_TARA,NAP,Po' MOLINARI ha fàtte 'nu cápe gol da víende mètre.Na cannunáte sott'a ll'ingròce.
SCN,NAP,Serenata a na vicina.
SCN,NAP,"Quannu trasivu dind'a la chianga védde na bèlla trippa e, siccome nunn'èra cara, se l'accattavu."
PMS,VEC,A la sira in dl'osteria Gildo l'dis 'na litania:
LLD,VEC,L é propio ora che l canbie.
LMO,LIJ,"Nu, nu, nu, u mæ povou puæ nue!"
SCN,LIJ,V'avesse disgusta?
EML,PMS,I grand i żughèven a chèrt con däl discusiån ch'i n finêven mâi:
LMO,FUR,"Frute, biei frute!"
LLD,LMO,"Alcuanta setemanes dapò Mario l à deziso, malvorentiera, de scomenzà i conpite de ra vacanzes."
LMO,VEC,"Lù ghe le proava, e ben!"
LLD,LMO,"Pensa e pensa, a furia de pensà sora, al scior Egisto un mostacio l i sponta dassen."
NAP,SCN,"E 'o cchiu curto, sissignore, 'o cchiu curto ma 'o cchiu amaro."
LMO,EML,(Chisà quall ch'l'arà spaiṡ).
LMO,LIJ,... ancun ciü düe che i pê!disse 'n
LMO,VEC,Varda Giulaj che ven la primavera....
PMS,VEC,Propio un bel ré.
EML,LMO,"Và via d'int i pê, vèc imbambî!"
LLD,LMO,"Co l é ra fin, anche Luitpoldo l và adora a desmontà dal treno."
VEC,LMO,Comandete l jelato i digo.
LLD,NAP,Ra fossena ra i à dà l condar:
LLD,LMO,"Ió no n eitanta prateses come mè fardiei, a mi me vo esse poco."
NAP,VEC,"Avevo visto ca 'o semaforo era russo, è a vvuje ca nun v'avevo visto!"
LLD,LMO,dute i Martini i é parsuase che l mè gnon see chel là.
VEC,NAP,Voglio
LLD,VEC,A pajina 51 (che l ea na neola bianca come l late) ra luna r à scrito:
LMO,NAP,Ra 'sente varda in su e ra disc:
LIJ,VEC,"E in altre parte èno saraxini che adorano Machometo, chi altra cossa;"
LLD,VEC,"I meno dal dotor a se fei vede, l i à respondù l porzeluco."
VEC,PMS,Ma ocupà cemodo?Penso che ra see 'stada coscì:
LMO,VEC,Chi l'è ch'el podaria succédegh?.
LLD,PMS,"Son soutà su su ra cuatro zates, duto sustà."
SCN,SC,T'ammenta T'inventa.
LLD,VEC,"El scultor, senpre con creanza, l i fesc vede ra strada par i orte de comun."
LMO,NAP,"Zdòt an...e pu i dois ch'u j'è e' Signaur!E giova qualcadeun dri mè, m e' funeræl."
SCN,NAP,"Che peccatu, suspiravu Melchiorre, Nu Crjaturu accussì bèllu e la mamma e l'attanu l'hanne accuà e nu lu ponne mangu fa vedé a li pariéndi."
LMO,VEC,Tachein em taca un tac?
LIJ,NAP,"Stanne récchje æddosele, quæsce u sendive:"
LLD,VEC,"usade a ciatà dute i dis el piato pien, i no n é gnanche pi boi de 'sì a ra caza de sorizes:"
LIJ,LLD,Aarae abù da pensà sora ignante.
VEC,LMO,"E sì ve digo che piuxor re e baroni li fevano trabuto per star ben chon lui, per paura che lui non i fesse alzider."
LMO,SCN,emigrant e om di inzen multiformi.
SC,LIJ,E t'ho pagòu vinti palanche.
SCN,LIJ,dumandò cianzendu u mariunettu.
VEC,LMO,(Ma che buo'?
LLD,VEC,"Cemodo, na bela tosa come te r à dito chera vecia rufiana."
LLD,LMO,No l voi!
VEC,SC,E sia Fue' a te cria?
LIJ,PMS,u disse vôzenduse ai cunpagni.
NAP,LIJ,E pe sta furia mia t'aggio perduta!
VEC,LIJ,e sì fortemente e sì ben intrigada che aqua non ge pò noxer.
LLD,VEC,"Co l tenpo i mostace i cresce, i se slonga senpre de pi, i cuerse ra bocia, l menton e l stomego."
LIJ,VEC,"o dumandâ ün pô de travaggiu, o dumandâ a limoxina de 'na palanca o 'n buccun de pan."
LLD,LMO,"Co l é ra fin, ra formies es à lascià stà ra rujes e es à deziso de seguità a pè."
VEC,LLD,coscita l é tornà là dal lido e l à ciamà danoo l pesceto:
VEC,LLD,"Sei ben che sé dute in ciasa l à dito l loo, duto siesto e caruzo, 'sà che a se stizà el no n aea redoto nuia."
LIJ,LMO,"Aspeta ün pô, e t'arviô."
LLD,LMO,"Te dago ió un penel che obedisce, un penel miracolos che l và solo."
SC,VEC,"Se volete portarla a Napoli, tra il costo della cassa speciale, il trasporto e le tasse, vi costerà 5000 euro;"
LLD,PMS,Chesta ra se lagna parceche r à i braze massa curte.
SCN,LMO,In quella zità guadagnia molto li merchadanti.
LLD,LIJ,"L ea scrito anche su pa ra gasetes, e ió deraotes lieso anche ra gasetes."
LLD,VEC,No podon ra sarà via inze ra tèra negra:
SC,NAP,"Andrai alla ricerca del bello, avrai desiderio del buono."
LLD,LMO,"R à fascià su ra tosa un, doi, tré colpe e r à strento fin che Biancognee ra sin é 'suda in azidente e r é tomada 'sobas."
NAP,PMS,E mo resto abbeluto e risarmato!
LLD,VEC,Chera por iena ra sgnoufaa e ra reclamaa che no n ea stà era.
LLD,VEC,Ra Strenta de Jibiltera ra se ridea de pien bocia.
NAP,LMO,"Mbònde a na stròde, sìule e pàllede, ne giòvene bòune, ma provéidde assése a ne vanghetéidde, vènne ind'a ne céstene de pagghie mazzéitte de réghene e de petreséne."
SCN,VEC,"Egli è Simone mi illuminò PG uno dei primi ad esser nella lista era a Milano ed or non è più lì di ogni aeroporto conosce ormai la pista.A lui fu data la scelta della sede Paris o Zurich eran padella e brace ma non voleva tradire la sua fede e, come vedi, ancor non si da pace."
FUR,LIJ,Ce feji i tosate?
LLD,SC,Parcé no betone su na steora su ra luna?
LMO,SCN,La verità sirà ggh'è sulu questa:
LLD,VEC,Saé ben che i pedoe de ra ruoses l é na gorosaria pa ra formies.
NAP,LIJ,Circ'o giuoco Difficult Loves
NAP,LLD,T'arravuoglie Ti ravvolgi.
LLD,VEC,"Antonio l ea drio a i ra fei vede a sò fardel, canche l professor l à daerto de colpo ra porta de camera soa."
VEC,FUR,"i dijea i jenerai, dute zaariade."
LIJ,LMO,E nu gh'é l'ôbligu de stüdiâ?
VEC,LLD,Somea na isola inze meso l mar del resiro;
NAP,ROA_TARA,"'Nu cònde, ca cummuannava sop' a tanda paìse, ss' volz 'mbarà a 'mbaglià r' sèggra."
LIJ,SC,'Mia che te mandu a ca' niççu!...
NAP,VEC,Ce asto dito?
PMS,LLD,Na steora pizora Parcé pizora?
NAP,VEC,"La grande provinzia gieneral, là dove è questa provinzia de Fechur e lle do altre provinzie che e' ho dite de sopra, zioè Chamul e Chinguitalis, à nome Tanguett."
LLD,LMO,"No, ma pa ra machina no voi sode."
VEC,PMS,"un cuciareto, un corteluco e un pironuco."
SCN,VEC,"No mà, è voluto rimanere a casa!"
ROA_TARA,LIJ,E' stòte na lòtte à fegghiòte stanòtte.
SCN,LIJ,Tiu dixi proppiu insciu serriu?
LLD,VEC,l s aea d aé inacorto che i sò fioi i no n ea in ciasa e cissà ce che i ea vienù pa ra testa.
LLD,VEC,"col fioco, co ra fiuba, co ra sora dopia, fodrade e 'sò indrioman."
LLD,VEC,"Ruo alolo, l i respondea."
FUR,SC,Bete su chiste numere noe:
SCN,PMS,Nevicarrà dimani?
VEC,LLD,Es à proà de duto:
LIJ,LMO,Nu... E alua chi l'é che t'ha mustròu purtâ via a roba di atri?
VEC,SC,"Le zente abitano ala montagnia, che sono molto alte."
LLD,VEC,L é ancora tante sciore Kum che i pratende de esse paroi anche de ra luna.
LLD,PMS,l à craià Gian Luigi.l i à respondù sò fardel.
LMO,PMS,(A vvóce àuta).
SCN,SC,ceddhi li criti sua ti nui sente:
NAP,VEC,Mm' 'o vuo' di'?
NAP,SCN,A che ora Utamaro and His Five Women ven' proiettato all'Alamo Drafthouse Cinema?
LLD,VEC,el venze chel che l và adora a sbassà l nas de chel che l à daante.
LLD,VEC,Chesta r ei fata a na familia de conìe.
LIJ,ROA_TARA,"Finiu de çenâ, a Vurpe a disse a l'oste:"
LMO,VEC,"Lo legato aldì volentiera queste novelle, e dè'lli per conseglio che i aspetasse fina fosse elleto un papa e doveseno far a llui la soa anbasata.E allora i do fratelli se partìno d'Achre e veneno a Negroponte, e da Negroponte veneno a Veniexia."
NAP,VEC,Manco 'o vino!
EML,LMO,"Fûrb però al ciniṡén, almànc l à fât una bôna môrt, l é afughè int una taréṅna ed turtlén!."
VEC,PMS,"On vento, asto sentù?"
SCN,LIJ,ripete' u Gattu.
VEC,LLD,"No te sos stà bon de damandà outro ca na mastela noa, con duto chel che me mancia."
LLD,LMO,"Voreo che ve lasce l mè dente de oro pa ra nozes, o ve contentao de chel d arsento?"
LIJ,LMO,"Suin povou Tunnu, culòu dou Pesciucan insemm'a ti."
LMO,NAP,"... Quella, se permettete."
LIJ,LMO,"Poi, sulevandu a faccia e amiandula amuuzamente, u ghe dumandò:"
ROA_TARA,NAP,S'òva scé a métte u timbre a la Saubbe.
LIJ,VEC,E nd'è asai formento;
EML,SCN,"In particolèr, Bertéin in pió di vêrb l à fât al rigéssta di dû CD, registrè in cà d Aldo Jèni con l ajût d Enzo Setteducati."
VEC,LLD,"Min vado zenza pascion, ma me parea de aé poca creanza e de ve fei un dispeto, a min 'sì zenza ve saludà."
LLD,VEC,"Dinultima, te fejo saé che ra carne cruda ra no me sà pi tanto bona."
LLD,PMS,Dijei al pitor che l me depense i ciaei bionde.
SCN,LIJ,"Da quellu giurnu in ça, ormai saiâ duî anni:"
LLD,VEC,"Ra rejina ra l à vardà malamente, e co na ojata dura ra i à dito:"
LMO,PMS,E i é ruade.
